Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
5052,Code to Zero,Ken Follett,"Follett, Ken",,"=""0451216725""","=""9780451216724""",3,3.71,NAL,Paperback,384,2005,2000,,2018/05/01,,,read,,,,1,,,0,,,,,
825509,A Place Called Freedom,Ken Follett,"Follett, Ken",,"=""0449225151""","=""9780449225158""",5,3.92,Ballantine Books,Paperback,437,1996,1995,,2018/05/01,,,read,,,,1,,,0,,,,,
92373,The Third Twin,Ken Follett,"Follett, Ken",,"=""033034837X""","=""9780330348379""",3,3.68,MacMillan General Books,Paperback,640,1997,1996,,2018/05/01,,,read,,,,1,,,0,,,,,
41689,The Key to Rebecca,Ken Follett,"Follett, Ken",Arto Häilä,"=""0451207793""","=""9780451207791""",5,3.88,NAL,Paperback,352,2003,1980,,2018/05/01,,,read,,,,1,,,0,,,,,
337133,Factoring Humanity,Robert J. Sawyer,"Sawyer, Robert J.",,"=""0812571290""","=""9780812571295""",0,3.78,Tor Science Fiction,Paperback,352,1999,1998,,2018/05/01,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
3084431,Emotional Awareness: Overcoming the Obstacles to Psychological Balance and Compassion,Dalai Lama XIV,"XIV, Dalai Lama","Paul Ekman, Daniel Goleman","=""0805087125""","=""9780805087123""",0,4.04,Times Books,Hardcover,288,2008,2008,,2018/05/01,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood","=""0521657296""","=""9780521657297""",0,3.93,Cambridge University Press,Paperback,796,1999,1781,,2018/05/01,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
231610,The World as I See It,Albert Einstein,"Einstein, Albert",,"=""1599869659""","=""9781599869650""",0,3.88,"Filiquarian Publishing, LLC.",Paperback,128,2006,1934,,2018/05/01,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
9842911,Relatività: Esposizione divulgativa,Albert Einstein,"Einstein, Albert",Bruno Cermignani,"=""8833902668""","=""9788833902661""",4,4.18,Bollati Boringhieri,Paperback,326,1991,1916,,2018/05/01,,,read,,,,1,,,0,,,,,
12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky,"Chomsky, Noam",Edward S. Herman,"=""0375714499""","=""9780375714498""",0,4.24,Pantheon,Paperback,412,2002,1988,,2018/05/01,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
3245424,"Guida galattica per gli autostoppisti (Guida galattica per gli autostoppisti, #1)",Douglas Adams,"Adams, Douglas",Laura Serra,"=""8804464631""","=""9788804464631""",0,4.22,Mondadori,Paperback,213,1999,1979,,2018/05/01,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
179744,"The Emperor's New Mind: Concerning Computers, Minds and the Laws of Physics",Roger Penrose,"Penrose, Roger",Martin Gardner,"=""0192861980""","=""9780192861986""",3,3.86,"Oxford University Press, USA",Paperback,640,2002,1989,,2018/05/01,,,read,,,,1,,,0,,,,,
27771819,La Scrittura del Dio,Tiziano Gabrieli,"Gabrieli, Tiziano",,"=""8867971948""","=""9788867971947""",0,0.0,Goware,Paperback,104,2014,,,2018/05/01,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
19008370,Furore,John Steinbeck,"Steinbeck, John","Sergio Claudio Perroni, Luigi Sampietro","=""8845274055""","=""9788845274053""",0,3.95,Bompiani,Paperback,656,2013,1939,,2018/05/01,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
30363785,The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,Kevin D. Mitnick,"Mitnick, Kevin D.",Robert Vamosi,"=""0316380504""","=""9780316380508""",1,3.99,"Little, Brown and Company",Hardcover,320,2017,2017,,2018/05/01,,,read,,,,1,,,0,,,,,
10256723,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,"Mitnick, Kevin D.","William L. Simon, Steve Wozniak","=""0316037702""","=""9780316037709""",1,3.96,"Little, Brown and Company",Hardcover,393,2011,2011,,2018/05/01,,,read,,,,1,,,0,,,,,
34628788,Guerre di Rete,Carola Frediani,"Frediani, Carola",,"=""""","=""""",3,4.33,Editori Laterza,Kindle Edition,155,2017,,,2018/05/01,,,read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",0,3.98,DeBolsillo,Mass Market Paperback,175,2004,1953,,2018/05/01,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
8309416,Malware Analyst's Cookbook and DVD: Tools and Techniques for Fighting Malicious Code,Michael Hale Ligh,"Ligh, Michael Hale","Matt Richard, Steven Adair, Blake Hartstein","=""0470613033""","=""9780470613030""",3,4.19,Wiley,Paperback,744,2010,2010,,2018/05/01,,,read,,,,1,,,0,,,,,
1654623,I Was A Kamikaze,Ryuji Nagatsuka,"Nagatsuka, Ryuji","Robert Leckie, Nina Rootes","=""0025882805""","=""9780025882805""",0,3.97,"Macmillan Publishing Co., Inc.",Hardcover,212,1974,1972,,2018/05/01,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
36201443,How to Hack Like a Pornstar,Sparc Flow,"Flow, Sparc",,"=""""","=""9781370662982""",4,4.00,Sparc Flow,ebook,,2017,,,2018/05/01,,,read,,,,1,,,0,,,,,
1173576,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,Joe Navarro,"Navarro, Joe",Marvin Karlins,"=""0061438294""","=""9780061438295""",0,3.91,Collins,Paperback,250,2008,2008,,2018/05/01,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
